pid hid age sex hh_serial pernum workid
80538 16700 22 1 2757125000 8 395917
80539 16701 47 2 2756980000 1 393348
80540 16701 20 2 2756980000 2 16701
80541 16701 32 1 2756980000 3 391068
80542 16702 45 1 2757541000 1 394555
80543 16702 43 2 2757541000 2 16702
80544 16702 26 1 2757541000 3 391070
80545 16702 23 2 2757541000 4 395670
80546 16702 21 2 2757541000 5 16702
80547 16702 19 1 2757541000 6 390712
80548 16703 40 1 2757283000 1 419254
80549 16703 37 2 2757283000 2 16703
80550 16703 16 1 2757283000 3 403172
80551 16703 14 2 2757283000 4 403172
80552 16703 10 1 2757283000 5 403172
80553 16703 8 1 2757283000 6 403172
80554 16703 91 1 2757283000 7 16703
80555 16703 88 2 2757283000 8 16703
80556 16704 33 1 2757447000 1 388738
80557 16704 28 2 2757447000 2 16704
80558 16704 7 1 2757447000 3 390712
80559 16704 3 1 2757447000 4 16704
80560 16705 34 1 2757663000 1 394555
80561 16705 36 2 2757663000 2 16705
80562 16705 18 2 2757663000 3 394558
80563 16705 16 1 2757663000 4 388766
80564 16705 13 2 2757663000 5 403172
80565 16705 7 1 2757663000 6 403172
80566 16706 68 1 2757115000 1 16706
80567 16706 67 2 2757115000 2 16706
80568 16706 40 1 2757115000 3 391068
80569 16706 25 1 2757115000 4 401391
80570 16707 43 1 2757268000 1 395622
80571 16707 39 2 2757268000 2 16707
80572 16707 20 1 2757268000 3 406195
80573 16707 18 2 2757268000 4 16707
80574 16707 16 2 2757268000 5 16707
80575 16707 14 1 2757268000 6 16707
80576 16707 2 1 2757268000 7 16707
80577 16708 29 1 2757601000 1 414840
80578 16708 32 2 2757601000 2 16708
80579 16708 2 1 2757601000 3 16708
80580 16709 36 1 2757546000 1 398068
80581 16709 31 2 2757546000 2 16709
80582 16709 9 1 2757546000 3 444550
80583 16709 5 2 2757546000 4 444550
80584 16710 43 2 2757033000 1 395915
80585 16711 40 1 2757456000 1 414843
80586 16711 35 2 2757456000 2 391070
80587 16711 22 1 2757456000 3 394483
80588 16711 20 2 2757456000 4 16711
80589 16711 17 1 2757456000 5 395918
80590 16711 15 2 2757456000 6 404070
80591 16712 66 1 2757737000 1 16712
80592 16712 60 2 2757737000 2 16712
80593 16712 34 2 2757737000 3 16712
80594 16712 24 2 2757737000 4 393348
80595 16712 14 1 2757737000 5 402720
80596 16712 6 2 2757737000 6 402720
80597 16712 1 2 2757737000 7 16712
80598 16712 30 1 2757737000 8 16712
80599 16713 32 1 2757641000 1 394044
80600 16713 26 2 2757641000 2 16713
80601 16713 7 2 2757641000 3 395661
80602 16713 4 1 2757641000 4 16713
80603 16714 42 1 2757282000 1 394553
80604 16714 42 2 2757282000 2 395727
80605 16714 14 2 2757282000 3 397743
80606 16714 12 1 2757282000 4 397743
80607 16715 61 1 2757465000 1 391070
80608 16715 52 2 2757465000 2 16715
80609 16715 24 1 2757465000 3 395918
80610 16715 21 2 2757465000 4 391070
80611 16715 38 1 2757465000 5 390919
80612 16715 17 1 2757465000 6 391395
80613 16715 2 1 2757465000 7 16715
80614 16715 5 2 2757465000 8 391395
80615 16716 49 2 2757117000 1 16716
80616 16716 28 2 2757117000 2 16716
80617 16716 23 1 2757117000 3 395866
80618 16716 19 1 2757117000 4 395866
80619 16716 17 1 2757117000 5 395866
80620 16716 12 1 2757117000 6 395866
80621 16716 3 1 2757117000 7 16716
80622 16716 1 2 2757117000 8 16716
80623 16717 60 2 2757668000 1 388658
80624 16717 27 2 2757668000 2 391070
80625 16717 23 2 2757668000 3 388769
80626 16717 3 1 2757668000 4 16717
80627 16718 35 1 2757463000 1 414843
80628 16719 56 1 2757053000 1 382592
80629 16719 54 2 2757053000 2 16719
80630 16719 24 1 2757053000 3 475329
80631 16719 22 2 2757053000 4 16719
80632 16719 18 1 2757053000 5 388738
80633 16720 35 1 2757223000 1 393348
80634 16720 30 2 2757223000 2 16720
80635 16720 4 2 2757223000 3 16720
80636 16721 66 1 2757685000 1 16721
80637 16721 87 2 2757685000 2 16721
80638 16721 25 2 2757685000 3 16721
80639 16721 26 1 2757685000 4 394544
80640 16721 4 1 2757685000 5 16721
80641 16722 52 2 2757103000 1 16722
80642 16722 30 1 2757103000 2 414840
80643 16723 37 1 2757543000 1 395917
80644 16723 32 2 2757543000 2 16723
80645 16723 8 1 2757543000 3 394008
80646 16723 5 1 2757543000 4 394008
80647 16723 3 2 2757543000 5 16723
80648 16724 48 1 2757670000 1 393348
80649 16724 67 2 2757670000 2 16724
80650 16724 13 2 2757670000 3 398895
80651 16724 7 2 2757670000 4 398895
80652 16725 77 1 2757403000 1 395918
80653 16725 76 2 2757403000 2 16725
80654 16725 52 2 2757403000 3 387955
80655 16725 26 1 2757403000 4 16725
80656 16725 30 2 2757403000 5 414843
80657 16725 39 1 2757403000 6 414843
80658 16725 17 1 2757403000 7 16725
80659 16725 13 2 2757403000 8 401391
80660 16725 13 2 2757403000 9 401391
80661 16725 15 2 2757403000 10 16725
80662 16726 64 2 2756973000 1 16726
80663 16726 66 1 2756973000 2 414843
80664 16726 24 2 2756973000 3 414843
80665 16726 21 2 2756973000 4 391068
80666 16726 2 2 2756973000 5 16726
80667 16727 45 1 2757007000 1 395597
80668 16727 48 2 2757007000 2 16727
80669 16727 25 1 2757007000 3 395379
80670 16727 24 2 2757007000 4 414843
80671 16727 14 2 2757007000 5 403082
80672 16728 66 1 2757246000 1 398435
80673 16728 61 2 2757246000 2 16728
80674 16728 42 1 2757246000 3 394553
80675 16728 20 1 2757246000 4 16728
80676 16728 18 2 2757246000 5 444550
80677 16729 39 1 2757504000 1 394552
80678 16729 34 2 2757504000 2 16729
80679 16729 18 1 2757504000 3 395915
80680 16729 7 1 2757504000 4 394283
80681 16730 27 1 2757626000 1 395657
80682 16730 26 2 2757626000 2 16730
80683 16730 9 2 2757626000 3 395600
80684 16730 6 2 2757626000 4 395600
80685 16730 3 2 2757626000 5 16730
80686 16731 50 1 2757528000 1 414840
80687 16731 45 2 2757528000 2 16731
80688 16731 26 2 2757528000 3 16731
80689 16731 27 1 2757528000 4 406755
80690 16731 3 2 2757528000 5 16731
80691 16731 25 1 2757528000 6 391068
80692 16731 22 2 2757528000 7 16731
80693 16731 20 2 2757528000 8 16731
80694 16731 17 1 2757528000 9 401391
80695 16731 6 2 2757528000 10 401391
80696 16731 77 2 2757528000 11 16731
80697 16732 59 1 2757529000 1 389437
80698 16732 55 2 2757529000 2 16732
80699 16732 30 1 2757529000 3 393348
80700 16732 28 1 2757529000 4 16732
80701 16732 27 1 2757529000 5 414844
80702 16732 24 1 2757529000 6 417817
80703 16732 19 2 2757529000 7 402777
80704 16732 21 1 2757529000 8 413194
80705 16733 41 1 2757093000 1 394555
80706 16733 41 2 2757093000 2 16733
80707 16733 9 1 2757093000 3 395669
80708 16733 2 1 2757093000 4 16733
80709 16734 48 1 2757138000 1 388738
80710 16734 43 2 2757138000 2 391070
80711 16734 23 2 2757138000 3 393348
80712 16734 17 1 2757138000 4 407909
80713 16734 25 1 2757138000 5 387360
80714 16734 22 2 2757138000 6 16734
80715 16734 4 1 2757138000 7 16734
80716 16734 1 1 2757138000 8 16734
80717 16735 32 1 2757416000 1 395383
80718 16735 30 2 2757416000 2 16735
80719 16735 4 2 2757416000 3 16735
80720 16735 2 1 2757416000 4 16735
80721 16736 79 1 2756985000 1 16736
80722 16736 79 2 2756985000 2 16736
80723 16736 36 2 2756985000 3 388614
80724 16736 38 1 2756985000 4 406257
80725 16737 34 1 2757052000 1 381229
80726 16738 47 1 2757171000 1 393283
80727 16738 47 2 2757171000 2 393304
80728 16738 21 1 2757171000 3 394472
80729 16738 20 1 2757171000 4 16738
80730 16738 16 1 2757171000 5 402720
80731 16739 45 1 2757074000 1 391070
80732 16739 42 2 2757074000 2 16739
80733 16739 24 1 2757074000 3 419762
80734 16739 15 2 2757074000 4 403135
80735 16740 51 1 2757212000 1 394553
80736 16740 49 2 2757212000 2 16740
80737 16740 28 1 2757212000 3 398416
80738 16741 45 2 2757483000 1 414843
80739 16741 19 1 2757483000 2 16741
80740 16741 18 2 2757483000 3 404070
80741 16741 16 2 2757483000 4 404070
80742 16742 37 1 2757554000 1 409082
80743 16742 37 2 2757554000 2 16742
80744 16742 12 1 2757554000 3 391395
80745 16742 8 2 2757554000 4 391395
80746 16743 33 1 2757571000 1 414843
80747 16743 32 1 2757571000 2 16743
80748 16743 13 1 2757571000 3 396435
80749 16743 6 2 2757571000 4 396435
80750 16744 52 1 2757129000 1 391332
80751 16744 51 2 2757129000 2 414825
80752 16744 24 2 2757129000 3 16744
80753 16744 14 2 2757129000 4 404070
80754 16744 6 1 2757129000 5 404070
80755 16744 4 2 2757129000 6 16744
80756 16744 3 2 2757129000 7 16744
80757 16745 45 1 2757000000 1 393348
80758 16745 51 2 2757000000 2 16745
80759 16745 20 2 2757000000 3 395611
80760 16745 18 1 2757000000 4 395611
80761 16746 62 1 2757155000 1 395671
80762 16746 68 2 2757155000 2 16746
80763 16746 27 1 2757155000 3 395622
80764 16747 41 1 2757118000 1 390982
80765 16747 38 2 2757118000 2 16747
80766 16747 15 2 2757118000 3 391395
80767 16747 7 2 2757118000 4 391395
80768 16747 67 2 2757118000 5 16747
80769 16748 76 1 2757325000 1 16748
80770 16748 73 2 2757325000 2 388710
80771 16748 22 1 2757325000 3 395611
80772 16749 58 1 2757182000 1 392252
80773 16749 51 2 2757182000 2 388611
80774 16749 29 1 2757182000 3 414843
80775 16749 67 2 2757182000 4 414843
80776 16749 31 1 2757182000 5 389654
80777 16749 28 2 2757182000 6 414843
80778 16749 2 1 2757182000 7 16749
80779 16750 79 1 2757498000 1 16750
80780 16750 70 2 2757498000 2 16750
80781 16750 39 1 2757498000 3 414843
80782 16750 35 1 2757498000 4 394555
80783 16750 24 2 2757498000 5 16750
80784 16750 1 1 2757498000 6 16750
80785 16751 47 2 2756980000 1 414825
80786 16751 20 2 2756980000 2 16751
80787 16751 32 1 2756980000 3 398418
80788 16752 59 1 2757058000 1 16752
80789 16752 56 2 2757058000 2 16752
80790 16752 26 1 2757058000 3 393338
80791 16752 23 1 2757058000 4 391021
80792 16752 15 1 2757058000 5 403172
80793 16753 46 1 2757120000 1 393941
80794 16753 45 2 2757120000 2 16753
80795 16753 23 2 2757120000 3 391021
80796 16753 2 2 2757120000 4 16753
80797 16753 25 1 2757120000 5 394359
80798 16753 6 1 2757120000 6 393946
80799 16753 5 2 2757120000 7 393946
80800 16753 3 2 2757120000 8 16753
80801 16753 3 2 2757120000 9 16753
80802 16754 33 1 2757298000 1 388766
80803 16754 29 2 2757298000 2 394062
80804 16755 54 1 2757728000 1 406373
80805 16755 43 2 2757728000 2 411198
80806 16755 16 2 2757728000 3 395857
80807 16755 18 2 2757728000 4 395857
80808 16756 52 1 2757615000 1 395380
80809 16756 52 2 2757615000 2 388644
80810 16756 19 1 2757615000 3 394283
80811 16757 40 1 2757456000 1 393348
80812 16757 35 2 2757456000 2 405302
80813 16757 22 1 2757456000 3 395434
80814 16757 20 2 2757456000 4 16757
80815 16757 17 1 2757456000 5 394559
80816 16757 15 2 2757456000 6 444550
80817 16758 38 1 2757151000 1 406238
80818 16758 34 2 2757151000 2 16758
80819 16758 15 1 2757151000 3 402720
80820 16758 13 2 2757151000 4 402720
80821 16759 46 1 2757591000 1 393338
80822 16759 44 2 2757591000 2 16759
80823 16759 20 1 2757591000 3 402749
80824 16759 18 2 2757591000 4 402749
80825 16760 47 1 2757357000 1 419300
80826 16760 47 2 2757357000 2 414672
80827 16760 21 1 2757357000 3 16760
80828 16760 19 2 2757357000 4 393348
80829 16761 21 1 2757266000 1 391068
80830 16761 28 2 2757266000 2 16761
80831 16761 5 2 2757266000 3 402749
80832 16761 1 1 2757266000 4 16761
80833 16762 34 1 2757303000 1 414843
80834 16762 25 2 2757303000 2 414843
80835 16762 16 2 2757303000 3 16762
80836 16762 3 1 2757303000 4 16762
80837 16762 6 1 2757303000 5 402777
80838 16763 37 1 2756998000 1 395375
80839 16763 33 2 2756998000 2 16763
80840 16763 13 2 2756998000 3 401420
80841 16763 8 1 2756998000 4 401420
80842 16764 40 1 2757423000 1 398026
80843 16764 33 2 2757423000 2 16764
80844 16764 17 1 2757423000 3 395620
80845 16764 14 1 2757423000 4 399591
80846 16764 9 2 2757423000 5 399591
80847 16765 48 1 2757581000 1 392252
80848 16765 56 2 2757581000 2 16765
80849 16765 21 1 2757581000 3 389952
80850 16765 22 2 2757581000 4 384254
80851 16766 65 1 2757448000 1 394394
80852 16766 59 2 2757448000 2 16766
80853 16767 54 1 2757524000 1 382352
80854 16767 29 2 2757524000 2 395912
80855 16767 9 2 2757524000 3 402720
80856 16767 4 2 2757524000 4 16767
80857 16768 50 1 2757085000 1 407078
80858 16768 38 2 2757085000 2 16768
80859 16768 15 1 2757085000 3 402837
80860 16768 13 1 2757085000 4 402837
80861 16769 64 1 2757263000 1 414568
80862 16769 61 2 2757263000 2 16769
80863 16769 27 2 2757263000 3 393348
80864 16769 34 1 2757263000 4 394559
80865 16769 35 1 2757263000 5 395655
80866 16769 46 2 2757263000 6 397802
80867 16769 6 1 2757263000 7 399591
80868 16769 8 1 2757263000 8 399591
80869 16770 64 1 2757289000 1 400178
80870 16770 50 2 2757289000 2 16770
80871 16770 22 1 2757289000 3 398418
80872 16771 68 1 2757115000 1 16771
80873 16771 67 2 2757115000 2 16771
80874 16771 40 1 2757115000 3 395383
80875 16771 25 1 2757115000 4 393946
80876 16772 68 1 2757015000 1 16772
80877 16772 68 2 2757015000 2 16772
80878 16772 49 1 2757015000 3 390910
80879 16773 64 1 2757263000 1 414843
80880 16773 61 2 2757263000 2 16773
80881 16773 27 2 2757263000 3 393997
80882 16773 34 1 2757263000 4 419055
80883 16773 35 1 2757263000 5 393348
80884 16773 46 2 2757263000 6 402843
80885 16773 6 1 2757263000 7 404070
80886 16773 8 1 2757263000 8 404070
80887 16774 44 1 2757072000 1 394449
80888 16774 41 2 2757072000 2 16774
80889 16774 16 2 2757072000 3 402048
80890 16774 10 1 2757072000 4 402048
80891 16775 48 1 2757355000 1 394501
80892 16775 44 2 2757355000 2 391070
80893 16775 23 1 2757355000 3 395661
80894 16775 18 2 2757355000 4 395661
80895 16775 10 1 2757355000 5 395661
80896 16776 54 1 2757667000 1 414017
80897 16776 51 2 2757667000 2 16776
80898 16776 23 1 2757667000 3 402791
80899 16777 61 1 2757465000 1 391070
80900 16777 52 2 2757465000 2 16777
80901 16777 24 1 2757465000 3 414843
80902 16777 21 2 2757465000 4 393348
80903 16777 38 1 2757465000 5 414843
80904 16777 17 1 2757465000 6 401286
80905 16777 2 1 2757465000 7 16777
80906 16777 5 2 2757465000 8 401286
80907 16778 40 1 2757583000 1 393348
80908 16778 33 2 2757583000 2 16778
80909 16778 16 1 2757583000 3 395628
80910 16778 5 2 2757583000 4 395628
80911 16779 43 1 2757332000 1 414554
80912 16779 48 1 2757332000 2 395918
80913 16779 21 2 2757332000 3 16779
80914 16780 45 1 2757294000 1 401232
80915 16780 38 2 2757294000 2 406373
80916 16780 19 1 2757294000 3 419762
80917 16780 13 2 2757294000 4 403135
80918 16780 10 1 2757294000 5 403135
80919 16780 6 2 2757294000 6 403135
80920 16781 50 1 2757047000 1 394202
80921 16781 52 2 2757047000 2 16781
80922 16781 15 1 2757047000 3 402821
80923 16782 50 1 2757578000 1 388738
80924 16782 49 2 2757578000 2 409082
80925 16782 20 2 2757578000 3 394559
80926 16782 18 1 2757578000 4 403172
80927 16782 23 2 2757578000 5 403172
80928 16782 70 1 2757578000 6 16782
80929 16783 51 1 2757717000 1 16783
80930 16783 46 2 2757717000 2 388766
80931 16783 20 1 2757717000 3 395605
80932 16783 18 2 2757717000 4 395605
80933 16783 8 1 2757717000 5 395605
80934 16784 34 1 2757046000 1 414843
80935 16784 34 2 2757046000 2 417820
80936 16784 12 1 2757046000 3 403135
80937 16784 7 2 2757046000 4 403135
80938 16785 55 1 2757655000 1 395918
80939 16785 44 2 2757655000 2 16785
80940 16785 24 1 2757655000 3 395395
80941 16785 22 2 2757655000 4 395918
80942 16785 4 2 2757655000 5 16785
80943 16785 4 2 2757655000 6 16785
80944 16785 74 1 2757655000 7 16785
80945 16785 0 1 2757655000 8 16785
80946 16786 39 2 2757519000 1 16786
80947 16786 19 2 2757519000 2 444550
80948 16786 17 1 2757519000 3 406257
80949 16786 15 2 2757519000 4 444550
80950 16786 14 2 2757519000 5 444550
80951 16787 30 1 2757207000 1 397721
80952 16787 27 2 2757207000 2 16787
80953 16787 5 2 2757207000 3 390712
80954 16787 0 2 2757207000 4 16787
80955 16788 47 2 2757698000 1 393348
80956 16788 21 2 2757698000 2 414839
80957 16788 2 2 2757698000 3 16788
80958 16789 40 1 2757561000 1 414674
80959 16789 41 2 2757561000 2 388658
80960 16789 23 2 2757561000 3 419293
80961 16789 20 1 2757561000 4 388106
80962 16789 11 1 2757561000 5 395600
80963 16790 50 1 2757528000 1 393286
80964 16790 45 2 2757528000 2 16790
80965 16790 26 2 2757528000 3 16790
80966 16790 27 1 2757528000 4 395673
80967 16790 3 2 2757528000 5 16790
80968 16790 25 1 2757528000 6 393348
80969 16790 22 2 2757528000 7 16790
80970 16790 20 2 2757528000 8 16790
80971 16790 17 1 2757528000 9 395879
80972 16790 6 2 2757528000 10 395879
80973 16790 77 2 2757528000 11 16790
80974 16791 50 1 2757528000 1 393882
80975 16791 45 2 2757528000 2 16791
80976 16791 26 2 2757528000 3 16791
80977 16791 27 1 2757528000 4 394394
80978 16791 3 2 2757528000 5 16791
80979 16791 25 1 2757528000 6 388710
80980 16791 22 2 2757528000 7 16791
80981 16791 20 2 2757528000 8 16791
80982 16791 17 1 2757528000 9 444550
80983 16791 6 2 2757528000 10 444550
80984 16791 77 2 2757528000 11 16791
80985 16792 36 1 2756972000 1 391070
80986 16792 32 2 2756972000 2 16792
80987 16792 12 1 2756972000 3 393943
80988 16792 6 1 2756972000 4 393943
80989 16793 61 1 2757006000 1 414843
80990 16793 61 2 2757006000 2 16793
80991 16793 27 1 2757006000 3 406179
80992 16793 26 1 2757006000 4 414843
80993 16794 50 1 2756976000 1 475202
80994 16794 42 2 2756976000 2 414833
80995 16794 27 1 2756976000 3 414843
80996 16794 26 2 2756976000 4 475202
80997 16794 6 2 2756976000 5 404070
80998 16794 23 1 2756976000 6 391070
80999 16794 22 2 2756976000 7 16794
81000 16794 1 2 2756976000 8 16794
81001 16794 19 2 2756976000 9 395618
81002 16795 31 1 2757170000 1 395587
81003 16795 30 2 2757170000 2 16795
81004 16795 6 1 2757170000 3 403172
81005 16796 46 1 2757198000 1 388608
81006 16796 47 2 2757198000 2 406244
81007 16796 23 1 2757198000 3 394283
81008 16796 17 1 2757198000 4 394283
81009 16796 18 1 2757198000 5 406244
81010 16796 17 2 2757198000 6 394283
81011 16796 1 2 2757198000 7 16796
81012 16797 37 1 2757427000 1 388769
81013 16797 38 2 2757427000 2 16797
81014 16797 18 1 2757427000 3 393348
81015 16797 15 2 2757427000 4 16797
81016 16797 12 2 2757427000 5 395866
81017 16798 67 1 2757338000 1 414843
81018 16798 63 2 2757338000 2 16798
81019 16798 33 1 2757338000 3 392262
81020 16799 31 1 2757460000 1 388769
81021 16799 28 2 2757460000 2 16799
81022 16799 7 1 2757460000 3 395866
81023 16799 5 2 2757460000 4 395866
81024 16799 3 2 2757460000 5 16799
81025 16800 38 1 2757618000 1 395383
81026 16800 37 2 2757618000 2 16800
81027 16800 10 1 2757618000 3 402749
81028 16800 7 2 2757618000 4 402749
81029 16801 58 1 2757340000 1 391068
81030 16801 58 2 2757340000 2 16801
81031 16801 30 1 2757340000 3 16801
81032 16801 28 2 2757340000 4 403130
81033 16801 27 1 2757340000 5 395867
81034 16802 40 1 2757267000 1 395870
81035 16803 68 2 2757736000 1 16803
81036 16803 69 1 2757736000 2 394553
81037 16803 35 2 2757736000 3 403135
81038 16803 36 1 2757736000 4 414843
81039 16803 8 1 2757736000 5 403082
81040 16803 11 2 2757736000 6 403082
81041 16804 57 1 2757455000 1 406847
81042 16804 38 1 2757455000 2 414843
81043 16804 32 1 2757455000 3 391415
81044 16804 20 2 2757455000 4 16804
81045 16804 18 2 2757455000 5 16804
81046 16804 20 2 2757455000 6 16804
81047 16804 52 2 2757455000 7 16804
81048 16804 22 1 2757455000 8 391240
81049 16804 1 1 2757455000 9 16804
81050 16804 2 2 2757455000 10 16804
81051 16805 69 1 2757682000 1 414843
81052 16805 68 2 2757682000 2 414843
81053 16805 24 1 2757682000 3 414829
81054 16805 25 2 2757682000 4 16805
81055 16805 5 2 2757682000 5 403131
81056 16805 10 2 2757682000 6 403131
81057 16806 68 1 2757351000 1 16806
81058 16806 39 1 2757351000 2 410053
81059 16806 37 2 2757351000 3 16806
81060 16806 14 1 2757351000 4 401391
81061 16806 12 1 2757351000 5 401391
81062 16806 5 2 2757351000 6 401391
81063 16807 43 1 2757673000 1 380707
81064 16807 22 1 2757673000 2 16807
81065 16807 43 2 2757673000 3 16807
81066 16808 33 1 2757650000 1 395375
81067 16808 32 2 2757650000 2 16808
81068 16808 17 2 2757650000 3 16808
81069 16808 13 2 2757650000 4 394532
81070 16808 6 1 2757650000 5 394532
81071 16808 4 1 2757650000 6 16808
81072 16809 49 2 2757117000 1 16809
81073 16809 28 2 2757117000 2 16809
81074 16809 23 1 2757117000 3 402720
81075 16809 19 1 2757117000 4 402720
81076 16809 17 1 2757117000 5 402720
81077 16809 12 1 2757117000 6 402720
81078 16809 3 1 2757117000 7 16809
81079 16809 1 2 2757117000 8 16809
81080 16810 50 1 2757380000 1 414844
81081 16810 44 2 2757380000 2 16810
81082 16810 22 1 2757380000 3 414838
81083 16810 21 2 2757380000 4 402777
81084 16810 14 2 2757380000 5 402777
81085 16810 4 1 2757380000 6 16810
81086 16811 53 1 2756999000 1 393348
81087 16811 50 2 2756999000 2 391070
81088 16811 30 1 2756999000 3 391070
81089 16811 26 2 2756999000 4 16811
81090 16811 7 2 2756999000 5 395667
81091 16811 2 2 2756999000 6 16811
81092 16811 4 1 2756999000 7 16811
81093 16812 51 1 2757144000 1 394555
81094 16812 36 2 2757144000 2 396435
81095 16813 54 1 2757146000 1 16813
81096 16813 52 2 2757146000 2 16813
81097 16813 24 2 2757146000 3 414826
81098 16813 2 1 2757146000 4 16813
81099 16813 73 2 2757146000 5 16813
81100 16813 85 1 2757146000 6 16813
81101 16813 26 1 2757146000 7 395918
81102 16814 36 1 2757638000 1 414080
81103 16814 26 2 2757638000 2 16814
81104 16814 17 2 2757638000 3 402791
81105 16814 15 1 2757638000 4 402791
81106 16814 12 1 2757638000 5 402791
81107 16815 49 1 2757622000 1 391070
81108 16815 50 2 2757622000 2 16815
81109 16815 22 1 2757622000 3 16815
81110 16816 47 2 2756980000 1 414841
81111 16816 20 2 2756980000 2 16816
81112 16816 32 1 2756980000 3 395918
81113 16817 53 1 2757537000 1 16817
81114 16817 46 2 2757537000 2 16817
81115 16817 26 1 2757537000 3 395377
81116 16817 20 1 2757537000 4 394261
81117 16817 19 1 2757537000 5 395308
81118 16817 17 1 2757537000 6 16817
81119 16817 15 2 2757537000 7 402720
81120 16818 21 1 2757286000 1 16818
81121 16818 5 2 2757286000 2 404070
81122 16818 1 1 2757286000 3 16818
81123 16818 4 2 2757286000 4 16818
81124 16819 44 1 2757013000 1 392233
81125 16819 42 2 2757013000 2 16819
81126 16819 26 1 2757013000 3 414843
81127 16819 23 1 2757013000 4 394532
81128 16819 28 2 2757013000 5 410301
81129 16820 69 1 2757735000 1 393348
81130 16820 62 2 2757735000 2 395645
81131 16820 38 2 2757735000 3 393348
81132 16820 32 2 2757735000 4 16820
81133 16820 27 2 2757735000 5 395917
81134 16820 15 2 2757735000 6 394283
81135 16820 9 1 2757735000 7 394283
81136 16820 10 1 2757735000 8 394283
81137 16820 7 1 2757735000 9 394283
81138 16821 70 1 2757174000 1 395918
81139 16821 69 2 2757174000 2 16821
81140 16821 40 1 2757174000 3 389952
81141 16821 40 2 2757174000 4 406373
81142 16821 16 1 2757174000 5 401391
81143 16821 17 1 2757174000 6 401391
81144 16822 67 2 2757531000 1 16822
81145 16822 34 2 2757531000 2 16822
81146 16822 2 1 2757531000 3 16822
81147 16822 24 1 2757531000 4 397882
81148 16823 71 2 2757700000 1 16823
81149 16824 71 1 2756977000 1 16824
81150 16824 72 2 2756977000 2 16824
81151 16824 33 1 2756977000 3 16824
81152 16824 34 2 2756977000 4 16824
81153 16824 14 2 2756977000 5 391395
81154 16824 5 2 2756977000 6 391395
81155 16825 47 2 2757646000 1 16825
81156 16825 24 1 2757646000 2 394555
81157 16825 13 1 2757646000 3 402791
81158 16826 42 2 2757702000 1 395588
81159 16826 63 2 2757702000 2 414844
81160 16826 18 2 2757702000 3 386696
81161 16826 17 1 2757702000 4 402777
81162 16826 13 2 2757702000 5 402777
81163 16827 66 1 2758076000 1 16827
81164 16827 47 2 2758076000 2 16827
81165 16827 31 1 2758076000 3 16827
81166 16827 20 1 2758076000 4 433222
81167 16827 18 1 2758076000 5 436919
81168 16827 16 1 2758076000 6 439987
81169 16827 11 2 2758076000 7 451242
81170 16827 7 2 2758076000 8 451242
81171 16827 23 2 2758076000 9 16827
81172 16827 33 1 2758076000 10 440142
81173 16827 7 1 2758076000 11 451242
81174 16827 5 1 2758076000 12 451242
81175 16827 3 2 2758076000 13 16827
81176 16827 1 1 2758076000 14 16827
81177 16828 48 2 2757963000 1 16828
81178 16828 21 1 2757963000 2 451242
81179 16828 21 2 2757963000 3 433842
81180 16828 50 1 2757963000 4 467455
81181 16828 27 2 2757963000 5 433689
81182 16828 27 1 2757963000 6 470930
81183 16828 2 2 2757963000 7 16828
81184 16828 4 1 2757963000 8 16828
81185 16829 64 1 2757876000 1 467282
81186 16829 63 2 2757876000 2 16829
81187 16829 35 2 2757876000 3 16829
81188 16829 33 1 2757876000 4 431616
81189 16829 13 2 2757876000 5 439742
81190 16830 31 1 2758019000 1 451622
81191 16830 21 2 2758019000 2 16830
81192 16830 1 1 2758019000 3 16830
81193 16831 27 1 2758077000 1 432750
81194 16831 25 2 2758077000 2 16831
81195 16831 7 2 2758077000 3 451242
81196 16831 6 1 2758077000 4 451242
81197 16831 4 1 2758077000 5 16831
81198 16832 37 1 2757986000 1 470942
81199 16832 33 2 2757986000 2 16832
81200 16832 13 1 2757986000 3 451242
81201 16832 10 1 2757986000 4 451242
81202 16832 8 2 2757986000 5 451242
81203 16833 34 1 2757787000 1 470787
81204 16833 34 2 2757787000 2 16833
81205 16833 14 1 2757787000 3 451242
81206 16833 12 1 2757787000 4 451242
81207 16833 10 2 2757787000 5 451242
81208 16833 7 2 2757787000 6 451242
81209 16833 5 2 2757787000 7 451242
81210 16833 2 2 2757787000 8 16833
81211 16834 58 2 2757944000 1 16834
81212 16834 30 1 2757944000 2 433856
81213 16834 23 2 2757944000 3 433799
81214 16834 18 1 2757944000 4 433689
81215 16834 15 2 2757944000 5 451242
81216 16834 48 1 2757944000 6 470942
81217 16835 21 2 2758011000 1 16835
81218 16835 27 1 2758011000 2 433689
81219 16835 2 1 2758011000 3 16835
81220 16836 64 1 2757876000 1 439775
81221 16836 63 2 2757876000 2 16836
81222 16836 35 2 2757876000 3 16836
81223 16836 33 1 2757876000 4 433754
81224 16836 13 2 2757876000 5 472401
81225 16837 69 2 2757877000 1 16837
81226 16837 39 2 2757877000 2 16837
81227 16837 37 1 2757877000 3 16837
81228 16837 35 1 2757877000 4 433235
81229 16837 29 1 2757877000 5 433689
81230 16838 40 1 2758040000 1 433800
81231 16838 38 2 2758040000 2 433830
81232 16838 18 2 2758040000 3 433566
81233 16838 14 2 2758040000 4 439742
81234 16838 12 2 2758040000 5 439742
81235 16838 7 1 2758040000 6 439742
81236 16838 5 1 2758040000 7 439742
